method,N,seed,near_P@30,near_Recall@30,near_P@100,near_Recall@100,strict_Recall@30,strict_Recall@100
MutCount (0 labels),20,8,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,20,8,0.03333333333333333,0.03703703703703702,0.05000000000000001,0.18518518518518517,0.20000000000000004,0.5999999999999999
Ridge(compact),20,8,0.23333333333333334,0.2592592592592593,0.12999999999999998,0.4814814814814814,0.4000000000000001,0.4000000000000001
MutCount (0 labels),20,9,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,20,9,0.10000000000000002,0.11111111111111112,0.10000000000000002,0.37037037037037035,0.0,0.20000000000000004
Ridge(compact),20,9,0.16666666666666663,0.18518518518518517,0.16999999999999998,0.6296296296296297,0.20000000000000004,0.4000000000000001
MutCount (0 labels),20,10,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,20,10,0.10000000000000002,0.11111111111111112,0.10000000000000002,0.37037037037037035,0.20000000000000004,0.4000000000000001
Ridge(compact),20,10,0.4000000000000001,0.4444444444444445,0.21000000000000002,0.7777777777777779,0.4000000000000001,0.5999999999999999
MutCount (0 labels),20,11,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,20,11,0.10000000000000002,0.11111111111111112,0.04000000000000001,0.14814814814814808,0.0,0.0
Ridge(compact),20,11,0.23333333333333334,0.2592592592592593,0.12000000000000002,0.4444444444444445,0.4000000000000001,0.4000000000000001
MutCount (0 labels),20,12,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,20,12,0.06666666666666667,0.07407407407407404,0.08000000000000002,0.29629629629629617,0.20000000000000004,0.20000000000000004
Ridge(compact),20,12,0.23333333333333334,0.2592592592592593,0.16999999999999998,0.6296296296296297,0.4000000000000001,0.4000000000000001
MutCount (0 labels),20,13,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,20,13,0.13333333333333333,0.14814814814814808,0.11000000000000001,0.40740740740740733,0.0,0.5999999999999999
Ridge(compact),20,13,0.13333333333333333,0.14814814814814808,0.14999999999999997,0.5555555555555556,0.0,0.4000000000000001
MutCount (0 labels),20,14,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,20,14,0.03333333333333333,0.03703703703703702,0.04000000000000001,0.14814814814814808,0.0,0.4000000000000001
Ridge(compact),20,14,0.26666666666666666,0.29629629629629617,0.12000000000000002,0.4444444444444445,0.4000000000000001,0.4000000000000001
MutCount (0 labels),20,15,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,20,15,0.13333333333333333,0.14814814814814808,0.08000000000000002,0.29629629629629617,0.0,0.20000000000000004
Ridge(compact),20,15,0.26666666666666666,0.29629629629629617,0.11000000000000001,0.40740740740740733,0.4000000000000001,0.4000000000000001
MutCount (0 labels),20,16,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,20,16,0.10000000000000002,0.11111111111111112,0.05000000000000001,0.18518518518518517,0.0,0.0
Ridge(compact),20,16,0.23333333333333334,0.2592592592592593,0.09000000000000001,0.33333333333333326,0.4000000000000001,0.4000000000000001
MutCount (0 labels),20,17,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,20,17,0.03333333333333333,0.03703703703703702,0.05000000000000001,0.18518518518518517,0.0,0.20000000000000004
Ridge(compact),20,17,0.16666666666666663,0.18518518518518517,0.09000000000000001,0.33333333333333326,0.0,0.20000000000000004
MutCount (0 labels),20,18,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,20,18,0.06666666666666667,0.07407407407407404,0.06000000000000001,0.22222222222222224,0.20000000000000004,0.20000000000000004
Ridge(compact),20,18,0.33333333333333326,0.37037037037037035,0.19,0.7037037037037038,0.20000000000000004,0.5999999999999999
MutCount (0 labels),20,19,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,20,19,0.0,0.0,0.04000000000000001,0.14814814814814808,0.0,0.20000000000000004
Ridge(compact),20,19,0.23333333333333334,0.2592592592592593,0.14000000000000004,0.5185185185185186,0.20000000000000004,0.4000000000000001
MutCount (0 labels),50,0,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,0,0.03333333333333333,0.03703703703703702,0.05000000000000001,0.18518518518518517,0.0,0.0
Ridge(compact),50,0,0.23333333333333334,0.2592592592592593,0.16999999999999998,0.6296296296296297,0.20000000000000004,0.5999999999999999
MutCount (0 labels),50,1,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,1,0.13333333333333333,0.14814814814814808,0.05000000000000001,0.18518518518518517,0.4000000000000001,0.4000000000000001
Ridge(compact),50,1,0.20000000000000004,0.22222222222222224,0.19,0.7037037037037038,0.20000000000000004,0.4000000000000001
MutCount (0 labels),50,2,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,2,0.03333333333333333,0.03703703703703702,0.04000000000000001,0.14814814814814808,0.0,0.20000000000000004
Ridge(compact),50,2,0.29999999999999993,0.33333333333333326,0.12999999999999998,0.4814814814814814,0.4000000000000001,0.5999999999999999
MutCount (0 labels),50,3,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,3,0.06666666666666667,0.07407407407407404,0.04000000000000001,0.14814814814814808,0.0,0.20000000000000004
Ridge(compact),50,3,0.29999999999999993,0.33333333333333326,0.16999999999999998,0.6296296296296297,0.5999999999999999,0.5999999999999999
MutCount (0 labels),50,4,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,4,0.13333333333333333,0.14814814814814808,0.08000000000000002,0.29629629629629617,0.4000000000000001,0.4000000000000001
Ridge(compact),50,4,0.16666666666666663,0.18518518518518517,0.20000000000000004,0.7407407407407407,0.20000000000000004,1.0
MutCount (0 labels),50,5,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,5,0.06666666666666667,0.07407407407407404,0.08000000000000002,0.29629629629629617,0.0,0.4000000000000001
Ridge(compact),50,5,0.23333333333333334,0.2592592592592593,0.14000000000000004,0.5185185185185186,0.4000000000000001,0.4000000000000001
MutCount (0 labels),50,6,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,6,0.06666666666666667,0.07407407407407404,0.04000000000000001,0.14814814814814808,0.20000000000000004,0.20000000000000004
Ridge(compact),50,6,0.33333333333333326,0.37037037037037035,0.21000000000000002,0.7777777777777779,0.8000000000000002,0.8000000000000002
MutCount (0 labels),50,7,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,7,0.06666666666666667,0.07407407407407404,0.05000000000000001,0.18518518518518517,0.0,0.20000000000000004
Ridge(compact),50,7,0.06666666666666667,0.07407407407407404,0.12000000000000002,0.4444444444444445,0.0,0.4000000000000001
MutCount (0 labels),50,8,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,8,0.03333333333333333,0.03703703703703702,0.05000000000000001,0.18518518518518517,0.20000000000000004,0.5999999999999999
Ridge(compact),50,8,0.03333333333333333,0.03703703703703702,0.14999999999999997,0.5555555555555556,0.0,0.4000000000000001
MutCount (0 labels),50,9,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,9,0.10000000000000002,0.11111111111111112,0.10000000000000002,0.37037037037037035,0.0,0.20000000000000004
Ridge(compact),50,9,0.20000000000000004,0.22222222222222224,0.22000000000000003,0.8148148148148147,0.20000000000000004,0.5999999999999999
MutCount (0 labels),50,10,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,10,0.10000000000000002,0.11111111111111112,0.10000000000000002,0.37037037037037035,0.20000000000000004,0.4000000000000001
Ridge(compact),50,10,0.20000000000000004,0.22222222222222224,0.20000000000000004,0.7407407407407407,0.0,0.5999999999999999
MutCount (0 labels),50,11,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,11,0.10000000000000002,0.11111111111111112,0.04000000000000001,0.14814814814814808,0.0,0.0
Ridge(compact),50,11,0.26666666666666666,0.29629629629629617,0.16999999999999998,0.6296296296296297,0.4000000000000001,0.8000000000000002
MutCount (0 labels),50,12,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,12,0.06666666666666667,0.07407407407407404,0.08000000000000002,0.29629629629629617,0.20000000000000004,0.20000000000000004
Ridge(compact),50,12,0.29999999999999993,0.33333333333333326,0.18000000000000002,0.6666666666666665,0.20000000000000004,0.4000000000000001
MutCount (0 labels),50,13,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,13,0.13333333333333333,0.14814814814814808,0.11000000000000001,0.40740740740740733,0.0,0.5999999999999999
Ridge(compact),50,13,0.16666666666666663,0.18518518518518517,0.16000000000000003,0.5925925925925923,0.0,0.5999999999999999
MutCount (0 labels),50,14,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,14,0.03333333333333333,0.03703703703703702,0.04000000000000001,0.14814814814814808,0.0,0.4000000000000001
Ridge(compact),50,14,0.23333333333333334,0.2592592592592593,0.22000000000000003,0.8148148148148147,0.4000000000000001,0.5999999999999999
MutCount (0 labels),50,15,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,15,0.13333333333333333,0.14814814814814808,0.08000000000000002,0.29629629629629617,0.0,0.20000000000000004
Ridge(compact),50,15,0.23333333333333334,0.2592592592592593,0.20000000000000004,0.7407407407407407,0.4000000000000001,0.5999999999999999
MutCount (0 labels),50,16,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,16,0.10000000000000002,0.11111111111111112,0.05000000000000001,0.18518518518518517,0.0,0.0
Ridge(compact),50,16,0.10000000000000002,0.11111111111111112,0.14999999999999997,0.5555555555555556,0.0,0.4000000000000001
MutCount (0 labels),50,17,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,17,0.03333333333333333,0.03703703703703702,0.05000000000000001,0.18518518518518517,0.0,0.20000000000000004
Ridge(compact),50,17,0.20000000000000004,0.22222222222222224,0.14999999999999997,0.5555555555555556,0.0,0.4000000000000001
MutCount (0 labels),50,18,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,18,0.06666666666666667,0.07407407407407404,0.06000000000000001,0.22222222222222224,0.20000000000000004,0.20000000000000004
Ridge(compact),50,18,0.20000000000000004,0.22222222222222224,0.19,0.7037037037037038,0.0,0.5999999999999999
MutCount (0 labels),50,19,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,50,19,0.0,0.0,0.04000000000000001,0.14814814814814808,0.0,0.20000000000000004
Ridge(compact),50,19,0.10000000000000002,0.11111111111111112,0.12000000000000002,0.4444444444444445,0.20000000000000004,0.5999999999999999
MutCount (0 labels),100,0,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,0,0.03333333333333333,0.03703703703703702,0.05000000000000001,0.18518518518518517,0.0,0.0
Ridge(compact),100,0,0.16666666666666663,0.18518518518518517,0.18000000000000002,0.6666666666666665,0.0,0.4000000000000001
MutCount (0 labels),100,1,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,1,0.13333333333333333,0.14814814814814808,0.05000000000000001,0.18518518518518517,0.4000000000000001,0.4000000000000001
Ridge(compact),100,1,0.23333333333333334,0.2592592592592593,0.21000000000000002,0.7777777777777779,0.20000000000000004,0.4000000000000001
MutCount (0 labels),100,2,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,2,0.03333333333333333,0.03703703703703702,0.04000000000000001,0.14814814814814808,0.0,0.20000000000000004
Ridge(compact),100,2,0.29999999999999993,0.33333333333333326,0.21000000000000002,0.7777777777777779,0.4000000000000001,1.0
MutCount (0 labels),100,3,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,3,0.06666666666666667,0.07407407407407404,0.04000000000000001,0.14814814814814808,0.0,0.20000000000000004
Ridge(compact),100,3,0.26666666666666666,0.29629629629629617,0.14999999999999997,0.5555555555555556,0.4000000000000001,0.8000000000000002
MutCount (0 labels),100,4,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,4,0.13333333333333333,0.14814814814814808,0.08000000000000002,0.29629629629629617,0.4000000000000001,0.4000000000000001
Ridge(compact),100,4,0.16666666666666663,0.18518518518518517,0.20000000000000004,0.7407407407407407,0.20000000000000004,0.8000000000000002
MutCount (0 labels),100,5,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,5,0.06666666666666667,0.07407407407407404,0.08000000000000002,0.29629629629629617,0.0,0.4000000000000001
Ridge(compact),100,5,0.29999999999999993,0.33333333333333326,0.22000000000000003,0.8148148148148147,0.5999999999999999,0.5999999999999999
MutCount (0 labels),100,6,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,6,0.06666666666666667,0.07407407407407404,0.04000000000000001,0.14814814814814808,0.20000000000000004,0.20000000000000004
Ridge(compact),100,6,0.06666666666666667,0.07407407407407404,0.18000000000000002,0.6666666666666665,0.0,0.8000000000000002
MutCount (0 labels),100,7,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,7,0.06666666666666667,0.07407407407407404,0.05000000000000001,0.18518518518518517,0.0,0.20000000000000004
Ridge(compact),100,7,0.20000000000000004,0.22222222222222224,0.14999999999999997,0.5555555555555556,0.0,0.5999999999999999
MutCount (0 labels),100,8,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,8,0.03333333333333333,0.03703703703703702,0.05000000000000001,0.18518518518518517,0.20000000000000004,0.5999999999999999
Ridge(compact),100,8,0.13333333333333333,0.14814814814814808,0.20000000000000004,0.7407407407407407,0.0,0.5999999999999999
MutCount (0 labels),100,9,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,9,0.10000000000000002,0.11111111111111112,0.10000000000000002,0.37037037037037035,0.0,0.20000000000000004
Ridge(compact),100,9,0.23333333333333334,0.2592592592592593,0.16999999999999998,0.6296296296296297,0.0,0.4000000000000001
MutCount (0 labels),100,10,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,10,0.10000000000000002,0.11111111111111112,0.10000000000000002,0.37037037037037035,0.20000000000000004,0.4000000000000001
Ridge(compact),100,10,0.16666666666666663,0.18518518518518517,0.18000000000000002,0.6666666666666665,0.0,0.20000000000000004
MutCount (0 labels),100,11,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,11,0.10000000000000002,0.11111111111111112,0.04000000000000001,0.14814814814814808,0.0,0.0
Ridge(compact),100,11,0.20000000000000004,0.22222222222222224,0.19,0.7037037037037038,0.20000000000000004,0.8000000000000002
MutCount (0 labels),100,12,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,12,0.06666666666666667,0.07407407407407404,0.08000000000000002,0.29629629629629617,0.20000000000000004,0.20000000000000004
Ridge(compact),100,12,0.13333333333333333,0.14814814814814808,0.19,0.7037037037037038,0.20000000000000004,0.5999999999999999
MutCount (0 labels),100,13,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,13,0.13333333333333333,0.14814814814814808,0.11000000000000001,0.40740740740740733,0.0,0.5999999999999999
Ridge(compact),100,13,0.20000000000000004,0.22222222222222224,0.12000000000000002,0.4444444444444445,0.0,0.0
MutCount (0 labels),100,14,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,14,0.03333333333333333,0.03703703703703702,0.04000000000000001,0.14814814814814808,0.0,0.4000000000000001
Ridge(compact),100,14,0.26666666666666666,0.29629629629629617,0.23000000000000007,0.8518518518518517,0.20000000000000004,0.8000000000000002
MutCount (0 labels),100,15,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,15,0.13333333333333333,0.14814814814814808,0.08000000000000002,0.29629629629629617,0.0,0.20000000000000004
Ridge(compact),100,15,0.29999999999999993,0.33333333333333326,0.22000000000000003,0.8148148148148147,0.4000000000000001,0.8000000000000002
MutCount (0 labels),100,16,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,16,0.10000000000000002,0.11111111111111112,0.05000000000000001,0.18518518518518517,0.0,0.0
Ridge(compact),100,16,0.23333333333333334,0.2592592592592593,0.12999999999999998,0.4814814814814814,0.20000000000000004,0.20000000000000004
MutCount (0 labels),100,17,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,17,0.03333333333333333,0.03703703703703702,0.05000000000000001,0.18518518518518517,0.0,0.20000000000000004
Ridge(compact),100,17,0.20000000000000004,0.22222222222222224,0.16000000000000003,0.5925925925925923,0.0,0.20000000000000004
MutCount (0 labels),100,18,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,18,0.06666666666666667,0.07407407407407404,0.06000000000000001,0.22222222222222224,0.20000000000000004,0.20000000000000004
Ridge(compact),100,18,0.13333333333333333,0.14814814814814808,0.16999999999999998,0.6296296296296297,0.0,0.5999999999999999
MutCount (0 labels),100,19,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,100,19,0.0,0.0,0.04000000000000001,0.14814814814814808,0.0,0.20000000000000004
Ridge(compact),100,19,0.16666666666666663,0.18518518518518517,0.12999999999999998,0.4814814814814814,0.4000000000000001,0.5999999999999999
MutCount (0 labels),200,0,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,200,0,0.03333333333333333,0.03703703703703702,0.05000000000000001,0.18518518518518517,0.0,0.0
Ridge(compact),200,0,0.16666666666666663,0.18518518518518517,0.23000000000000007,0.8518518518518517,0.0,0.5999999999999999
MutCount (0 labels),200,1,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,200,1,0.13333333333333333,0.14814814814814808,0.05000000000000001,0.18518518518518517,0.4000000000000001,0.4000000000000001
Ridge(compact),200,1,0.16666666666666663,0.18518518518518517,0.21000000000000002,0.7777777777777779,0.0,0.5999999999999999
MutCount (0 labels),200,2,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,200,2,0.03333333333333333,0.03703703703703702,0.04000000000000001,0.14814814814814808,0.0,0.20000000000000004
Ridge(compact),200,2,0.29999999999999993,0.33333333333333326,0.19,0.7037037037037038,0.4000000000000001,0.8000000000000002
MutCount (0 labels),200,3,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,200,3,0.06666666666666667,0.07407407407407404,0.04000000000000001,0.14814814814814808,0.0,0.20000000000000004
Ridge(compact),200,3,0.26666666666666666,0.29629629629629617,0.22000000000000003,0.8148148148148147,0.4000000000000001,0.8000000000000002
MutCount (0 labels),200,4,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,200,4,0.13333333333333333,0.14814814814814808,0.08000000000000002,0.29629629629629617,0.4000000000000001,0.4000000000000001
Ridge(compact),200,4,0.20000000000000004,0.22222222222222224,0.21000000000000002,0.7777777777777779,0.20000000000000004,0.5999999999999999
MutCount (0 labels),200,5,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,200,5,0.06666666666666667,0.07407407407407404,0.08000000000000002,0.29629629629629617,0.0,0.4000000000000001
Ridge(compact),200,5,0.26666666666666666,0.29629629629629617,0.23000000000000007,0.8518518518518517,0.0,0.5999999999999999
MutCount (0 labels),200,6,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,200,6,0.06666666666666667,0.07407407407407404,0.04000000000000001,0.14814814814814808,0.20000000000000004,0.20000000000000004
Ridge(compact),200,6,0.23333333333333334,0.2592592592592593,0.18000000000000002,0.6666666666666665,0.20000000000000004,0.5999999999999999
MutCount (0 labels),200,7,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,200,7,0.06666666666666667,0.07407407407407404,0.05000000000000001,0.18518518518518517,0.0,0.20000000000000004
Ridge(compact),200,7,0.20000000000000004,0.22222222222222224,0.20000000000000004,0.7407407407407407,0.0,0.5999999999999999
MutCount (0 labels),200,8,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,200,8,0.03333333333333333,0.03703703703703702,0.05000000000000001,0.18518518518518517,0.20000000000000004,0.5999999999999999
Ridge(compact),200,8,0.26666666666666666,0.29629629629629617,0.19,0.7037037037037038,0.0,0.8000000000000002
MutCount (0 labels),200,9,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,200,9,0.10000000000000002,0.11111111111111112,0.10000000000000002,0.37037037037037035,0.0,0.20000000000000004
Ridge(compact),200,9,0.20000000000000004,0.22222222222222224,0.21000000000000002,0.7777777777777779,0.20000000000000004,0.8000000000000002
MutCount (0 labels),200,10,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,200,10,0.10000000000000002,0.11111111111111112,0.10000000000000002,0.37037037037037035,0.20000000000000004,0.4000000000000001
Ridge(compact),200,10,0.26666666666666666,0.29629629629629617,0.18000000000000002,0.6666666666666665,0.0,0.4000000000000001
MutCount (0 labels),200,11,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,200,11,0.10000000000000002,0.11111111111111112,0.04000000000000001,0.14814814814814808,0.0,0.0
Ridge(compact),200,11,0.4000000000000001,0.4444444444444445,0.21000000000000002,0.7777777777777779,0.5999999999999999,0.8000000000000002
MutCount (0 labels),200,12,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,200,12,0.06666666666666667,0.07407407407407404,0.08000000000000002,0.29629629629629617,0.20000000000000004,0.20000000000000004
Ridge(compact),200,12,0.26666666666666666,0.29629629629629617,0.18000000000000002,0.6666666666666665,0.4000000000000001,0.5999999999999999
MutCount (0 labels),200,13,0.24333333333333335,0.2703703703703704,0.09550000000000002,0.35370370370370363,0.4000000000000001,0.4000000000000001
Random,200,13,0.13333333333333333,0.14814814814814808,0.11000000000000001,0.40740740740740733,0.0,0.5999999999999999
